Tract,BlockGroup,total_properties,utilities_address_count,projects_address_count,nonproj_address_count,proj_pct,nonproj_pct,project_mean_kwh,nonproj_mean_kwh
100.0,1.0,433.0,193.0,10.0,183.0,5.181347150259067,94.81865284974093,942.701170117012,1173.7363574352
100.0,2.0,175.0,118.0,1.0,117.0,0.847457627118644,99.15254237288136,750.3614457831329,1000.1016538688699
100.0,3.0,397.0,344.0,7.0,337.0,2.0348837209302326,97.96511627906976,783.115845539281,917.2909471005271
100.0,4.0,938.0,297.0,6.0,291.0,2.0202020202020203,97.97979797979798,899.599131393906,878.53579076989
100.0,5.0,493.0,247.0,4.0,243.0,1.6194331983805668,98.38056680161944,1301.0320855615,1135.6783203932598
200.0,1.0,352.0,288.0,12.0,276.0,4.166666666666666,95.83333333333333,686.5823095823099,874.904371040363
200.0,2.0,170.0,175.0,6.0,169.0,3.428571428571429,96.57142857142857,1144.10344827586,1040.03256173835
200.0,3.0,560.0,255.0,26.0,229.0,10.196078431372548,89.80392156862746,755.910125802125,918.039805654744
200.0,4.0,244.0,173.0,8.0,165.0,4.624277456647398,95.3757225433526,819.471428571429,790.358460657831
400.0,1.0,738.0,472.0,2.0,470.0,0.423728813559322,99.57627118644068,697.7440708887151,1049.01694196476
400.0,2.0,1027.0,465.0,5.0,460.0,1.0752688172043012,98.9247311827957,753.223138587405,939.490938060147
400.0,3.0,1542.0,663.0,9.0,654.0,1.3574660633484164,98.64253393665159,819.0272977710989,882.581341818975
501.0,1.0,1476.0,943.0,4.0,939.0,0.4241781548250266,99.57582184517497,1122.1399317406099,1098.4178531131802
501.0,2.0,880.0,171.0,1.0,170.0,0.5847953216374269,99.41520467836257,911.409638554217,1749.34368055556
502.0,1.0,668.0,574.0,1.0,573.0,0.17421602787456447,99.82578397212544,1144.0909090909101,1319.9044368600698
502.0,2.0,550.0,515.0,0.0,515.0,0.0,100.0,0.0,1285.04865746922
502.0,3.0,237.0,278.0,1.0,277.0,0.3597122302158274,99.64028776978417,1530.40963855422,1173.4699777613
502.0,4.0,485.0,372.0,1.0,371.0,0.2688172043010753,99.73118279569893,1006.77108433735,1254.9814984327802
600.0,1.0,713.0,576.0,7.0,569.0,1.215277777777778,98.78472222222223,777.257007330746,1060.76739120431
600.0,2.0,799.0,548.0,5.0,543.0,0.9124087591240875,99.08759124087591,730.199836560221,920.442870732481
700.0,1.0,933.0,676.0,3.0,673.0,0.4437869822485207,99.55621301775147,1156.34749034749,1015.7644039167
800.0,1.0,428.0,372.0,1.0,371.0,0.2688172043010753,99.73118279569893,730.1461988304089,713.66856485476
800.0,2.0,298.0,182.0,0.0,182.0,0.0,100.0,0.0,912.446856328455
900.0,1.0,543.0,388.0,1.0,387.0,0.25773195876288657,99.74226804123711,1080.49350649351,1045.77245144023
900.0,2.0,551.0,390.0,5.0,385.0,1.282051282051282,98.71794871794872,1036.45543478261,950.027105648889
1000.0,1.0,323.0,215.0,3.0,212.0,1.3953488372093024,98.6046511627907,784.756972111554,1071.9651235533302
1000.0,2.0,701.0,228.0,15.0,213.0,6.578947368421052,93.42105263157895,907.227542677767,833.970869781666
1100.0,1.0,559.0,283.0,7.0,276.0,2.4734982332155475,97.52650176678445,1058.88333333333,1032.77547343724
1100.0,2.0,468.0,432.0,10.0,422.0,2.314814814814815,97.68518518518519,909.6989436619721,1040.8877274592999
1100.0,3.0,303.0,339.0,11.0,328.0,3.2448377581120944,96.7551622418879,1214.67427568042,1008.0855243521901
1100.0,4.0,629.0,347.0,7.0,340.0,2.0172910662824206,97.98270893371757,1311.78926174497,1017.6365164568599
1100.0,5.0,734.0,574.0,14.0,560.0,2.4390243902439024,97.5609756097561,1122.4491353001,1180.0134132841301
1403.0,1.0,671.0,287.0,13.0,274.0,4.529616724738676,95.47038327526133,812.69359628284,848.350691448427
1403.0,2.0,555.0,531.0,25.0,506.0,4.708097928436912,95.29190207156309,1013.79810855263,984.264585813914
1500.0,1.0,496.0,263.0,3.0,260.0,1.1406844106463878,98.85931558935361,1223.7317073170698,937.9034482758619
1500.0,2.0,517.0,349.0,13.0,336.0,3.7249283667621778,96.27507163323783,764.0781122864121,887.61300632705
1500.0,3.0,438.0,340.0,5.0,335.0,1.4705882352941175,98.52941176470588,872.674044265594,856.763293360632
10302.0,1.0,482.0,278.0,12.0,266.0,4.316546762589928,95.68345323741008,1119.53012048193,1020.57164559224
10302.0,2.0,488.0,200.0,7.0,193.0,3.5000000000000004,96.5,864.4133459089841,999.3662878348599
10302.0,3.0,226.0,274.0,24.0,250.0,8.75912408759124,91.24087591240875,1067.5895404120402,1218.2017128978698
10302.0,4.0,270.0,269.0,9.0,260.0,3.3457249070631967,96.6542750929368,1086.49594320487,1133.03034450212
10302.0,5.0,633.0,477.0,13.0,464.0,2.7253668763102725,97.27463312368972,1130.39607843137,1029.34893075565
10401.0,1.0,810.0,281.0,1.0,280.0,0.3558718861209964,99.644128113879,1424.27710843373,1649.80852151683
10401.0,2.0,1045.0,575.0,3.0,572.0,0.5217391304347827,99.47826086956522,1085.4608294930902,1369.1789373780698
10401.0,3.0,819.0,347.0,0.0,347.0,0.0,100.0,0.0,1537.90322248886
10402.0,1.0,1423.0,707.0,15.0,692.0,2.1216407355021216,97.87835926449787,663.3811102390799,1110.4659376100099
10403.0,1.0,702.0,16.0,1.0,15.0,6.25,93.75,1356.94007927256,1115.35884503846
10500.0,1.0,578.0,310.0,9.0,301.0,2.903225806451613,97.09677419354838,908.926506024096,1144.0155817738
10601.0,1.0,577.0,340.0,10.0,330.0,2.941176470588235,97.05882352941177,988.422842197036,1003.2805419448199
10601.0,2.0,585.0,357.0,19.0,338.0,5.322128851540616,94.67787114845939,1043.69365798414,981.293376037269
10602.0,1.0,767.0,11.0,0.0,11.0,0.0,100.0,0.0,532.617553360943
10602.0,2.0,794.0,363.0,19.0,344.0,5.234159779614325,94.76584022038567,634.5741764783701,1146.22074132149
10700.0,1.0,943.0,502.0,24.0,478.0,4.780876494023905,95.2191235059761,895.7901874750698,1161.85588608585
10700.0,2.0,463.0,435.0,15.0,420.0,3.4482758620689653,96.55172413793103,1106.87889518414,992.557910413564
10700.0,3.0,675.0,287.0,3.0,284.0,1.0452961672473868,98.95470383275261,999.995983935743,1072.33708774113
10900.0,1.0,481.0,97.0,3.0,94.0,3.0927835051546393,96.90721649484536,1114.4898785425098,1316.5134446397199
10900.0,2.0,236.0,45.0,0.0,45.0,0.0,100.0,0.0,1688.31226566685
10900.0,3.0,72.0,60.0,0.0,60.0,0.0,100.0,0.0,1166.15903218229
11000.0,1.0,558.0,177.0,0.0,177.0,0.0,100.0,0.0,1326.81125009959
11200.0,1.0,402.0,149.0,1.0,148.0,0.6711409395973155,99.32885906040268,1155.3012048192802,1332.1104685646499
11200.0,2.0,623.0,32.0,0.0,32.0,0.0,100.0,0.0,1178.08235294118
11200.0,3.0,388.0,59.0,0.0,59.0,0.0,100.0,0.0,1013.65704869518
11300.0,1.0,1227.0,462.0,7.0,455.0,1.5151515151515151,98.48484848484848,872.4721003134799,831.988066606413
11400.0,1.0,427.0,322.0,10.0,312.0,3.1055900621118013,96.8944099378882,856.3270300333701,854.134577603143
11400.0,2.0,181.0,126.0,2.0,124.0,1.5873015873015872,98.41269841269842,763.08630952381,713.8710775047259
11600.0,1.0,649.0,64.0,0.0,64.0,0.0,100.0,0.0,1523.58079810352
Totals,,39548.0,21485.0,459.0,21026.0,2.136374214568303,97.8636257854317,798.2,
